availability,category,description,num_of_reviews,num_of_stars,price,price_excl_tax,price_incl_tax,product_type,tax,title,upc,url
9,health,"The Art And Science Of Low Carbohydrate Living: An Expert Guide To Making The Life-Saving Benefits Of Carbohydrate Restriction Sustainable And EnjoyableCarbohydrate restricted diets are commonly practiced but seldom taught. As a result, doctors, dietitians, nutritionists, and nurses may have strong opinions about low carbohydrate dieting, but in many if not most cases, the The Art And Science Of Low Carbohydrate Living: An Expert Guide To Making The Life-Saving Benefits Of Carbohydrate Restriction Sustainable And EnjoyableCarbohydrate restricted diets are commonly practiced but seldom taught. As a result, doctors, dietitians, nutritionists, and nurses may have strong opinions about low carbohydrate dieting, but in many if not most cases, these views are not grounded in science.Now, whether you are a curious healthcare professional or just a connoisseur of diet information, two New York Times best-selling authors provide you with the definitive resource for low carbohydrate living. Doctors Volek and Phinney share over 50 years of clinical experience using low carbohydrate diets, and together they have published more than 200 research papers and chapters on the topic. Particularly in the last decade, much has been learned about the risks associated with insulin resistance (including but not limited to metabolic synd ...more",0,star-rating Five,52.98,52.98,52.98,books,0.0,The Art and Science of Low Carbohydrate Living,f9c87ccb2bc4853b,https://books.toscrape.com/catalogue/the-art-and-science-of-low-carbohydrate-living_570/index.html
3,historical fiction,"Lina is just like any other fifteen-year-old Lithuanian girl in 1941. She paints, she draws, she gets crushes on boys. Until one night when Soviet officers barge into her home, tearing her family from the comfortable life they've known. Separated from her father, forced onto a crowded and dirty train car, Lina, her mother, and her young brother slowly make their way north, Lina is just like any other fifteen-year-old Lithuanian girl in 1941. She paints, she draws, she gets crushes on boys. Until one night when Soviet officers barge into her home, tearing her family from the comfortable life they've known. Separated from her father, forced onto a crowded and dirty train car, Lina, her mother, and her young brother slowly make their way north, crossing the Arctic Circle, to a work camp in the coldest reaches of Siberia. Here they are forced, under Stalin's orders, to dig for beets and fight for their lives under the cruelest of conditions. Lina finds solace in her art, meticulously--and at great risk--documenting events by drawing, hoping these messages will make their way to her father's prison camp to let him know they are still alive. It is a long and harrowing journey, spanning years and covering 6,500 miles, but it is through incredible strength, love, and hope that Lina ultimately survives. Between Shades of Gray is a novel that will steal your breath and capture your heart. ...more",0,star-rating Five,20.79,20.79,20.79,books,0.0,Between Shades of Gray,155e42df837ee5ff,https://books.toscrape.com/catalogue/between-shades-of-gray_128/index.html
3,nonfiction,"I come from a country that was created at midnight. When I almost died it was just after midday.When the Taliban took control of the Swat Valley in Pakistan, one girl spoke out. Malala Yousafzai refused to be silenced and fought for her right to an education.On Tuesday, October 9, 2012, when she was fifteen, she almost paid the ultimate price. She was shot in the head at p I come from a country that was created at midnight. When I almost died it was just after midday.When the Taliban took control of the Swat Valley in Pakistan, one girl spoke out. Malala Yousafzai refused to be silenced and fought for her right to an education.On Tuesday, October 9, 2012, when she was fifteen, she almost paid the ultimate price. She was shot in the head at point-blank range while riding the bus home from school, and few expected her to survive. Instead, Malala's miraculous recovery has taken her on an extraordinary journey from a remote valley in northern Pakistan to the halls of the United Nations in New York. At sixteen, she has become a global symbol of peaceful protest and the youngest-ever Nobel Peace Prize laureate.I Am Malala is the remarkable tale of a family uprooted by global terrorism, of the fight for girls' education, of a father who, himself a school owner, championed and encouraged his daughter to write and attend school, and of brave parents who have a fierce love for their daughter in a society that prizes sons.I Am Malala will make you believe in the power of one person's voice to inspire change in the world. ...more",0,star-rating Two,28.88,28.88,28.88,books,0.0,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,8010c7c148057fd3,https://books.toscrape.com/catalogue/i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172/index.html
3,food and drink,"The long-awaited cookbook by Deb Perelman of Smitten Kitchen—home cook, mom, photographer, and celebrated food blogger.Deb Perelman loves to cook. It’s as simple as that. She isn’t a chef or a restaurant owner—she’s never even waitressed. Cooking in her tiny Manhattan kitchen was, at least at first, for special occasions—and, too often, an unnecessarily daunting venture. D The long-awaited cookbook by Deb Perelman of Smitten Kitchen—home cook, mom, photographer, and celebrated food blogger.Deb Perelman loves to cook. It’s as simple as that. She isn’t a chef or a restaurant owner—she’s never even waitressed. Cooking in her tiny Manhattan kitchen was, at least at first, for special occasions—and, too often, an unnecessarily daunting venture. Deb found herself overwhelmed by the number of recipes available to her. Have you ever searched for the perfect birthday cake on Google? You’ll get more than three million results. How do you choose? Where do you start? What if you pick a recipe that’s downright bad?So Deb founded her award-winning blog, smittenkitchen.com, on the premise that cooking should be a pleasure, and that the results of your labor can—and should be—delicious...every time. Deb is a firm believer that there are no bad cooks, just bad recipes. She has dedicated herself to finding the best of the best and adapting them for the everyday cook—the ones with little time to spare, little money to burn on unpronounceable ingredients, and little help in the kitchen. And now, with the same warmth, candor, and can-do spirit her blog is known for, Deb presents her first cookbook—more than 100 new recipes, plus a few favorites from her site, all gorgeously illustrated with hundreds of Deb’s beautiful color photographs.The Smitten Kitchen Cookbook is all about approachable, uncompromised home cooking: stepped-up comfort foods, stewy dishes for windy winter afternoons, an apple cake that will answer all questions: “What should my new signature dessert be?” “What is always welcome at a potluck?” “What did Deb consume almost single-handedly a week after having a baby?” These are the recipes you bookmark and use so often they become your own; recipes you slip to a friend who wants to impress her new in-laws; and recipes with simple ingredients that yield amazing results in a minimum amount of time. Deb tells you how to host a brunch and still sleep in—plus what to make for it!—and the essential items you need for your own kitchen. From salads and slaws that make perfect side dishes (or a full meal) to savory tarts and pizzas; from Mushroom Bourguignon to Pancetta, White Bean and Swiss Chard Pot Pies; from Buttered Popcorn Cookies to Chocolate Hazelnut Layer Cake, Deb knows just the thing for a Tuesday night, or your most special occasion. ...more",0,star-rating One,23.59,23.59,23.59,books,0.0,The Smitten Kitchen Cookbook,742702d662a71410,https://books.toscrape.com/catalogue/the-smitten-kitchen-cookbook_281/index.html
3,food and drink,"Perhaps more responsible than anyone for the revolution in the way we eat, cook, and think about food, Alice Waters has “single-handedly chang[ed] the American palate” according to the New York Times. Her simple but inventive dishes focus on a passion for flavor and a reverence for locally produced, seasonal foods.With an essential repertoire of timeless, approachable reci Perhaps more responsible than anyone for the revolution in the way we eat, cook, and think about food, Alice Waters has “single-handedly chang[ed] the American palate” according to the New York Times. Her simple but inventive dishes focus on a passion for flavor and a reverence for locally produced, seasonal foods.With an essential repertoire of timeless, approachable recipes chosen to enhance and showcase great ingredients, The Art of Simple Food is an indispensable resource for home cooks. Here you will find Alice’s philosophy on everything from stocking your kitchen, to mastering fundamentals and preparing delicious, seasonal inspired meals all year long. Always true to her philosophy that a perfect meal is one that’s balanced in texture, color, and flavor, Waters helps us embrace the seasons’ bounty and make the best choices when selecting ingredients. Fill your market basket with pristine produce, healthful grains, and responsibly raised meat, poultry, and seafood, then embark on a voyage of culinary rediscovery that reminds us that the most gratifying dish is often the least complex. ...more",0,star-rating Three,34.32,34.32,34.32,books,0.0,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",311634df10651e05,https://books.toscrape.com/catalogue/the-art-of-simple-food-notes-lessons-and-recipes-from-a-delicious-revolution_229/index.html
5,food and drink,"Intriguing recipes for everyday meals from the host of the PBS series Pati’s Mexican Table On her PBS TV series, now in its fifth season, as well as in frequent appearances on shows like The Chew, Pati Jinich, a busy mother of three, has shown a flair for making Mexican cooking irresistibly accessible. In Mexican Today, she shares easy, generous dishes, both traditional on Intriguing recipes for everyday meals from the host of the PBS series Pati’s Mexican Table On her PBS TV series, now in its fifth season, as well as in frequent appearances on shows like The Chew, Pati Jinich, a busy mother of three, has shown a flair for making Mexican cooking irresistibly accessible. In Mexican Today, she shares easy, generous dishes, both traditional ones and her own new spins. Some are regional recipes she has recovered from the past and updated, like Miners’ Enchiladas with fresh vegetables and cheese or Drunken Rice with Chicken and Chorizo, a specialty of the Yucatán. “Sweaty” Tacos with ripe tomatoes and cheese are so convenient they’re sold on Mexican streets by bicyclists. Her grandmother’s Cornflake Cookies feel just as contemporary now as they did then.  Pati has “Mexed up” other recipes in such family favorites as Mexican Pizza with Grilled Skirt Steak and Onions. Still other dishes show the evolution of Mexican food north and south of the border, including Mexican Dreamboat Hotdogs and Cal-Mex Fish Tacos with Creamy Slaw. This food will draw everyone together—a family at the end of a working day, a book club, or a neighborhood potluck.  Throughout, Pati is an infectious cheerleader, sharing stores of the food, people, and places behind the recipes. ...more",0,star-rating Five,24.91,24.91,24.91,books,0.0,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,12a90b90283b2e6d,https://books.toscrape.com/catalogue/mexican-today-new-and-rediscovered-recipes-for-contemporary-kitchens_387/index.html
3,food and drink,"The instant New York Times and USA Today bestsellerHungry Girl Clean & Hungry: Healthy Recipes for Clean Eating in the Real WorldComplete with full-color photos of EVERY recipe, Hungry Girl Clean & Hungry combines the best of Hungry Girl with the best of clean eating. The food is still guilt-free, and the portions are still huge...but now Lisa Lillien is highlighti The instant New York Times and USA Today bestsellerHungry Girl Clean & Hungry: Healthy Recipes for Clean Eating in the Real WorldComplete with full-color photos of EVERY recipe, Hungry Girl Clean & Hungry combines the best of Hungry Girl with the best of clean eating. The food is still guilt-free, and the portions are still huge...but now Lisa Lillien is highlighting CLEAN ingredients and doing away with artificial and processed foods. This book gives mainstream America delicious, satisfying, and clean recipes, using healthy ingredients found in supermarkets everywhere. The best part? The recipes are so easy, anyone can make 'em!Featuring...90 vegetarian recipes108 gluten-free recipes56 recipes in 30 minutes or less43 recipes with 5 ingredients or lessRecipes like...PB&J Waffles (203 calories)BBQ Meatloaf (196 calories)Hawaiian Shrimp Fried Rice with Pineapple (229 calories)Fudgy Flourless Chocolate Cake (100 calories)Finally... a real-world (and DELICIOUS) approach to clean eating! ...more",0,star-rating Three,33.14,33.14,33.14,books,0.0,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,6c4d17a46cac8787,https://books.toscrape.com/catalogue/hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171/index.html
3,food and drink,"For years, Anna Thomas’s fans have cooked from her trailblazing vegetarian cookbooks. Now, Anna turns her thoughts to that larger question. We are eating differently: your daughter is a vegan, or you are but your in-laws don’t think it’s dinner without meat, or you’re hosting Thanksgiving for a mixed group… In this timely and useful new book, Anna offers her solutions for For years, Anna Thomas’s fans have cooked from her trailblazing vegetarian cookbooks. Now, Anna turns her thoughts to that larger question. We are eating differently: your daughter is a vegan, or you are but your in-laws don’t think it’s dinner without meat, or you’re hosting Thanksgiving for a mixed group… In this timely and useful new book, Anna offers her solutions for reuniting our divided tables.“My idea is simple,” says Anna. “Start with the food everyone eats, design a meal or a dish around that, then expand and elaborate with just the right amounts of the right cheeses, meats, or fish for your omnivores. Everyone feels welcome, and we eat the same meal—but in variations.”Anna shows us how to cook for today’s table, with over 150 recipes for all tastes, and menus for every occasion. For a casual evening with friends, Farro with Lentils and Lavender served with Ratatouille from the Charcoal Grill makes a beautiful vegan supper—and also pairs wonderfully with garlic-and-herb rubbed lamb chops for the omnivores. Anna’s crowd-pleasing Easy Fish Soup begins as a robust vegetable soup, with seafood added five minutes before serving—an ideal two-way dish. A vegetarian Lemon Risotto with Sautéed Fresh Fava Beans is perfect on its own, and can easily take on tender shrimp. For dessert, have vegan Pumpkin Gingerbread and add vanilla ice cream, or serve a delectable Dark Chocolate Almond Bark studded with ginger and dried cherries.Anna’s festive “Thanksgiving for Everyone” menu centers on a sumptuous Polenta Torta with Roasted Squash and onion marmalade, surrounded by an array of seasonal vegetables—all pairing equally well with roast turkey for the traditionalists. “Taco Night at Home” allows everyone to design their perfect meal, mixing and matching from a spread of Spicy Black Beans, Poblano Peppers with Portobello Mushrooms, Carnitas, and Guajillo Chile Salsa. Anna’s exuberant Mediterranean mezze menu is a relaxed summer party, featuring vegan Roasted Eggplant and Poblano Chile Spread with flatbread, Tabbouleh with Chickpeas and Preserved Lemon, Charred Zucchini with Lemon and Mint, and Baked Lamb Kibbeh Wedges for the omnivores.With dishes inspired by the vibrant produce of farmers’ markets, Anna shares her love of cooking and of hospitality. Vegan Vegetarian Omnivore shows us how to navigate a world of change, and bring all our friends and family together at one big, generous table. ...more",0,star-rating Two,13.66,13.66,13.66,books,0.0,Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,4672d10b9b1e7a05,https://books.toscrape.com/catalogue/vegan-vegetarian-omnivore-dinner-for-everyone-at-the-table_297/index.html
1,nonfiction,"God exists!? This may seem unprovable. The truth about Jesus differs radically from his traditional image!? This may seem absurd. However, both of the above assumptions are in fact provable through the logic that orders the Universe and also by virtue of the moral principles inherent in Life.This book initiates an independent investigation into the Jesus phenomenon. In par God exists!? This may seem unprovable. The truth about Jesus differs radically from his traditional image!? This may seem absurd. However, both of the above assumptions are in fact provable through the logic that orders the Universe and also by virtue of the moral principles inherent in Life.This book initiates an independent investigation into the Jesus phenomenon. In parallel with this, it opens up an exploration of the nature of the Creator. ...more",0,star-rating One,14.4,14.4,14.4,books,0.0,The End of the Jesus Era (An Investigation #1),09659d1639a1f978,https://books.toscrape.com/catalogue/the-end-of-the-jesus-era-an-investigation-1_64/index.html
1,nonfiction,"John Grisham says THE TUMOR is the most important book he has ever written. In this short book, he provides readers with a fictional account of how a real, new medical technology could revolutionize the future of medicine by curing with sound. THE TUMOR follows the present day experience of the fictional patient Paul, an otherwise healthy 35-year-old father who is diagnose John Grisham says THE TUMOR is the most important book he has ever written. In this short book, he provides readers with a fictional account of how a real, new medical technology could revolutionize the future of medicine by curing with sound. THE TUMOR follows the present day experience of the fictional patient Paul, an otherwise healthy 35-year-old father who is diagnosed with a malignant brain tumor. Grisham takes readers through a detailed account of Paul’s treatment and his family’s experience that doesn’t end as we would hope. Grisham then explores an alternate future, where Paul is diagnosed with the same brain tumor at the same age, but in the year 2025, when a treatment called focused ultrasound is able to extend his life expectancy. Focused ultrasound has the potential to treat not just brain tumors, but many other disorders, including Parkinson’s, Alzheimer’s, hypertension, and prostate, breast and pancreatic cancer. For more information, you can visit The Focused Ultrasound Foundation’s website. Here you will find a video of Grisham on the TEDx stage with the Foundation’s chairman and a Parkinson’s patient who brings the audience to its feet sharing her incredible story of a focused ultrasound “miracle.” Readers will get a taste of the narrative they expect from Grisham, but this short book will also educate and inspire people to be hopeful about the future of medical innovation. ...more",0,star-rating Five,41.56,41.56,41.56,books,0.0,The Tumor,6514add13c82b115,https://books.toscrape.com/catalogue/the-tumor_85/index.html
2,nonfiction,Kindle Paperwhite User's Guide,0,star-rating Three,34.0,34.0,34.0,books,0.0,Kindle Paperwhite User's Guide,fb495f9f9015a772,https://books.toscrape.com/catalogue/kindle-paperwhite-users-guide_103/index.html
1,nonfiction,"An intimate journey across and in search of America, as told by one of its most beloved writers, in a deluxe centennial edition In September 1960, John Steinbeck embarked on a journey across America. He felt that he might have lost touch with the country, with its speech, the smell of its grass and trees, its color and quality of light, the pulse of its people. To reassure An intimate journey across and in search of America, as told by one of its most beloved writers, in a deluxe centennial edition In September 1960, John Steinbeck embarked on a journey across America. He felt that he might have lost touch with the country, with its speech, the smell of its grass and trees, its color and quality of light, the pulse of its people. To reassure himself, he set out on a voyage of rediscovery of the American identity, accompanied by a distinguished French poodle named Charley; and riding in a three-quarter-ton pickup truck named Rocinante.   His course took him through almost forty states: northward from Long Island to Maine; through the Midwest to Chicago; onward by way of Minnesota, North Dakota, Montana (with which he fell in love), and Idaho to Seattle, south to San Francisco and his birthplace, Salinas; eastward through the Mojave, New Mexico, Arizona, to the vast hospitality of Texas, to New Orleans and a shocking drama of desegregation; finally, on the last leg, through Alabama, Virginia, Pennsylvania, and New Jersey to New York.  Travels with Charley in Search of America is an intimate look at one of America's most beloved writers in the later years of his life—a self-portrait of a man who never wrote an explicit autobiography. Written during a time of upheaval and racial tension in the South—which Steinbeck witnessed firsthand—Travels with Charley is a stunning evocation of America on the eve of a tumultuous decade.  ...more",0,star-rating Five,57.82,57.82,57.82,books,0.0,Travels with Charley: In Search of America,0268f149d014b389,https://books.toscrape.com/catalogue/travels-with-charley-in-search-of-america_90/index.html
2,nonfiction,"When Helen Macdonald's father died suddenly on a London street, she was devastated. An experienced falconer, Helen had never before been tempted to train one of the most vicious predators, the goshawk, but in her grief, she saw that the goshawk's fierce and feral temperament mirrored her own. Resolving to purchase and raise the deadly creature as a means to cope with her l When Helen Macdonald's father died suddenly on a London street, she was devastated. An experienced falconer, Helen had never before been tempted to train one of the most vicious predators, the goshawk, but in her grief, she saw that the goshawk's fierce and feral temperament mirrored her own. Resolving to purchase and raise the deadly creature as a means to cope with her loss, she adopted Mabel, and turned to the guidance of The Once and Future King author T.H. White's chronicle The Goshawk to begin her challenging endeavor. Projecting herself ""in the hawk's wild mind to tame her"" tested the limits of Macdonald's humanity and changed her life.Heart-wrenching and humorous, this book is an unflinching account of bereavement and a unique look at the magnetism of an extraordinary beast, with a parallel examination of a legendary writer's eccentric falconry. Obsession, madness, memory, myth, and history combine to achieve a distinctive blend of nature writing and memoir from an outstanding literary innovator. ...more",0,star-rating Five,57.42,57.42,57.42,books,0.0,H is for Hawk,b6d3f4f4ee1f6069,https://books.toscrape.com/catalogue/h-is-for-hawk_102/index.html
1,nonfiction,"In her early thirties, Elizabeth Gilbert had everything a modern American woman was supposed to want--husband, country home, successful career--but instead of feeling happy and fulfilled, she felt consumed by panic and confusion. This wise and rapturous book is the story of how she left behind all these outward marks of success, and of what she found in their place. Follow In her early thirties, Elizabeth Gilbert had everything a modern American woman was supposed to want--husband, country home, successful career--but instead of feeling happy and fulfilled, she felt consumed by panic and confusion. This wise and rapturous book is the story of how she left behind all these outward marks of success, and of what she found in their place. Following a divorce and a crushing depression, Gilbert set out to examine three different aspects of her nature, set against the backdrop of three different cultures: pleasure in Italy, devotion in India, and on the Indonesian island of Bali, a balance between worldly enjoyment and divine transcendence. ...more",0,star-rating Three,51.32,51.32,51.32,books,0.0,"Eat, Pray, Love",df56868afd166557,https://books.toscrape.com/catalogue/eat-pray-love_16/index.html
5,food and drink,"The Power Greens Cookbook presents 140 delicious, healthy recipes for dark, leafy greens that will please your palate and inspire you to clean your plate.Kale and collards don’t have to be the only greens on your shopping list anymore. Rising stars include romaine and parsley, Brussels sprouts and beet greens, and more. But say the words “Eat your greens,” and even though The Power Greens Cookbook presents 140 delicious, healthy recipes for dark, leafy greens that will please your palate and inspire you to clean your plate. Kale and collards don’t have to be the only greens on your shopping list anymore. Rising stars include romaine and parsley, Brussels sprouts and beet greens, and more. But say the words “Eat your greens,” and even though we know they’re good for us, many people are afraid that they won’t taste good. Fear no more! The Power Greens Cookbook provides go-to recipes that are both nutritious and delicious.   Acclaimed cookbook author and blogger Dana Jacobi expands your culinary repertoire and introduces the fifteen Power Greens—from arugula to watercress—that are loaded with health-supporting nutrients and phytochemicals that enhance vitality, all the while protecting against diabetes, heart disease, and high blood pressure, fortifying eyes and muscles, even making your skin glow. Jacobi also shares simple cooking techniques that help you prepare these super veggies quickly. Including main dishes and hearty salads, dips, spreads, snacks, and even drinks, The Power Greens Cookbook offers myriad mouthwatering vegetable-centric recipes.  • Soups: Cabbage and Brussels Sprouts Soup, Spinach Gazpacho with Walnuts, Hoppin’ John Stew with Mustard Greens• Salads: Caesar Salad with Parmesan Chickpeas, Tuscan Kale Salad with Pomegranate Seeds and Walnuts, Beets and Beet Greens with Citrus Dressing• Main Dishes: Red Beans and Smoky Greens, Kale-Smothered Pork Chops with Carrot and Apple, Tortelloni with Broccoli Rabe Florets• Small Meals and Snacks: Avocado and Watercress Tartine, Grilled Cheese and Tomato Sandwich with Kimchi, Poached Eggs in a Nest of Bacon-Wilted Kale• Side Dishes and Condiments: Carrots with Wild Arugula Pesto, French Lettuce Stir-Fry, Tahini Creamed Spinach, Kale Za’atar  Shown in dozens of tantalizing photographs, these dishes are sure to become mainstays in your kitchen for weeknight family meals, casual entertaining, and elegant dinner parties. From the cruciferous and crunchy to the leafy and light, The Power Greens Cookbook is just what the doctor—and your taste buds—ordered. ...more",0,star-rating Five,11.05,11.05,11.05,books,0.0,The Power Greens Cookbook: 140 Delicious Superfood Recipes,f701fae56b645ef7,https://books.toscrape.com/catalogue/the-power-greens-cookbook-140-delicious-superfood-recipes_410/index.html
3,young adult,"This groundbreaking book is the story of two teenage girls whose friendship blossoms into love and who, despite pressures from family and school that threaten their relationship, promise to be true to each other and their feelings. This book is so truthful and honest, it has been banned from many school libraries and even publicly burned in Kansas City.Of the author and th This groundbreaking book is the story of two teenage girls whose friendship blossoms into love and who, despite pressures from family and school that threaten their relationship, promise to be true to each other and their feelings. This book is so truthful and honest, it has been banned from many school libraries and even publicly burned in Kansas City. Of the author and the book, the Margaret A. Edwards Award committee said, “Nancy Garden has the distinction of being the first author for young adults to create a lesbian love story with a positive ending. Using a fluid, readable style, Garden opens a window through which readers can find courage to be true to themselves.” ...more",0,star-rating Five,36.83,36.83,36.83,books,0.0,Annie on My Mind,7bf87402413c27ff,https://books.toscrape.com/catalogue/annie-on-my-mind_120/index.html
2,young adult,"The sequel to the number-one bestseller Girl Online. Penny joins her rock-star boyfriend, Noah, on his European music tour.Penny's bags are packed.When Noah invites Penny on his European music tour, she can't wait to spend time with her rock-god-tastic boyfriend.But, between Noah's jam-packed schedule, less-than-welcoming bandmates and threatening messages from jealous fan The sequel to the number-one bestseller Girl Online. Penny joins her rock-star boyfriend, Noah, on his European music tour.Penny's bags are packed.When Noah invites Penny on his European music tour, she can't wait to spend time with her rock-god-tastic boyfriend.But, between Noah's jam-packed schedule, less-than-welcoming bandmates and threatening messages from jealous fans, Penny wonders whether she's really cut out for life on tour. She can't help but miss her family, her best friend Elliot . . . and her blog, Girl Online.Can Penny learn to balance life and love on the road, or will she lose everything in pursuit of the perfect summer? ...more",0,star-rating One,53.47,53.47,53.47,books,0.0,Girl Online On Tour (Girl Online #2),97b8f130d32e9f4e,https://books.toscrape.com/catalogue/girl-online-on-tour-girl-online-2_101/index.html
2,young adult,"Also see: Alternate Cover Editions for this ISBN [ACE] ACE #1 I knew we were both in mortal danger. Still, in that instant, I felt well. Whole. I could feel my heart racing in my chest, the blood pulsing hot and fast through my veins again. My lungs filled deep with the sweet scent that came off his skin. It was like there had never been any hole in my chest. I was perfe Also see: Alternate Cover Editions for this ISBN [ACE] ACE #1 I knew we were both in mortal danger. Still, in that instant, I felt well. Whole. I could feel my heart racing in my chest, the blood pulsing hot and fast through my veins again. My lungs filled deep with the sweet scent that came off his skin. It was like there had never been any hole in my chest. I was perfect - not healed, but as if there had never been a wound in the first place.LEGIONS OF READERS ARE HUNGRY FOR MORE. GIVE IN TO TEMPTATION... ...more",0,star-rating Four,12.86,12.86,12.86,books,0.0,New Moon (Twilight #2),6fa3ea52c8e31e06,https://books.toscrape.com/catalogue/new-moon-twilight-2_105/index.html
3,young adult,"This is the story of Paul, a sophomore at a high school like no other: The cheerleaders ride Harleys, the homecoming queen used to be a guy named Daryl (she now prefers Infinite Darlene and is also the star quarterback), and the gay-straight alliance was formed to help the straight kids learn how to dance.When Paul meets Noah, he thinks he’s found the one his heart is made This is the story of Paul, a sophomore at a high school like no other: The cheerleaders ride Harleys, the homecoming queen used to be a guy named Daryl (she now prefers Infinite Darlene and is also the star quarterback), and the gay-straight alliance was formed to help the straight kids learn how to dance.When Paul meets Noah, he thinks he’s found the one his heart is made for. Until he blows it. The school bookie says the odds are 12-to-1 against him getting Noah back, but Paul’s not giving up without playing his love really loud. His best friend Joni might be drifting away, his other best friend Tony might be dealing with ultra-religious parents, and his ex-boyfriend Kyle might not be going away anytime soon, but sometimes everything needs to fall apart before it can really fit together right.This is a happy-meaningful romantic comedy about finding love, losing love, and doing what it takes to get love back in a crazy-wonderful world. ...more",0,star-rating Three,21.12,21.12,21.12,books,0.0,Boy Meets Boy,8e0bc2fe4e7d35b5,https://books.toscrape.com/catalogue/boy-meets-boy_134/index.html
1,young adult,"From Jesse Andrews, author of the New York Times bestselling Me and Earl and the Dying Girl and screenwriter of the Sundance award–winning motion picture of the same name, comes a groundbreaking young adult novel about music, love, friendship, and freedom as three young musicians follow a quest to escape the law long enough to play the amazing show they hope (but also doub From Jesse Andrews, author of the New York Times bestselling Me and Earl and the Dying Girl and screenwriter of the Sundance award–winning motion picture of the same name, comes a groundbreaking young adult novel about music, love, friendship, and freedom as three young musicians follow a quest to escape the law long enough to play the amazing show they hope (but also doubt) they have in them.Inspired by the years he spent playing bass in a band himself, The Haters is Jesse Andrews’s road trip adventure about a trio of jazz-camp escapees who, against every realistic expectation, become a band. For Wes and his best friend, Corey, jazz camp turns out to be lame. It’s pretty much all dudes talking in Jazz Voice. But then they jam with Ash, a charismatic girl with an unusual sound, and the three just click. It’s three and a half hours of pure musical magic, and Ash makes a decision: They need to hit the road. Because the road, not summer camp, is where bands get good. Before Wes and Corey know it, they’re in Ash’s SUV heading south, and The Haters Summer of Hate Tour has begun.In his second novel, Andrews again brings his brilliant and distinctive voice to YA, in the perfect book for music lovers, fans of The Commitments and High Fidelity, or anyone who has ever loved—and hated—a song or a band. This witty, funny coming-of-age novel is contemporary fiction at its best. ...more",0,star-rating Five,27.89,27.89,27.89,books,0.0,The Haters,fff8a057a40c4a60,https://books.toscrape.com/catalogue/the-haters_67/index.html
1,young adult,"Since her twin brother, Eddie, drowned five years ago, sixteen-year-old Elsie Main has tried to remember what really happened that fateful day on the beach. One minute Eddie was there, and the next he was gone. Seventeen-year-old Tay McKenzie is a cute and mysterious boy that Elsie meets in her favorite boathouse hangout. When Tay introduces Elsie to the world of freedivin Since her twin brother, Eddie, drowned five years ago, sixteen-year-old Elsie Main has tried to remember what really happened that fateful day on the beach. One minute Eddie was there, and the next he was gone. Seventeen-year-old Tay McKenzie is a cute and mysterious boy that Elsie meets in her favorite boathouse hangout. When Tay introduces Elsie to the world of freediving, she vows to find the answers she seeks at the bottom of the sea. ...more",0,star-rating Four,40.83,40.83,40.83,books,0.0,The Art of Not Breathing,5bc1fbccfbf2355c,https://books.toscrape.com/catalogue/the-art-of-not-breathing_58/index.html
7,mystery,"What Happened on Beale Street is an exciting addition to the Secrets of the South Mysteries from bestselling author Mary Ellis. These standalone, complex crime dramas follow a private investigator's quest to make the world a better place...solving one case at a time.A cryptic plea for help from a childhood friend sends cousins Nate and Nicki Price from New Orleans to Memph What Happened on Beale Street is an exciting addition to the Secrets of the South Mysteries from bestselling author Mary Ellis. These standalone, complex crime dramas follow a private investigator's quest to make the world a better place...solving one case at a time.A cryptic plea for help from a childhood friend sends cousins Nate and Nicki Price from New Orleans to Memphis, the home of scrumptious barbecue and soulful blues music. When they arrive at Danny Andre's last known address, they discover signs of a struggle and a lifestyle not in keeping with the former choirboy they fondly remember.Danny's sister, Isabelle, reluctantly accepts their help. She and Nate aren't on the best of terms due to a complicated past, yet they will have to get beyond that if they want to save Danny.On top of Danny's alarming disappearance and his troubled relationship with Isabelle, Nate also has to rein in his favorite cousin's overzealousness as a new and eager PI. Confronted with a possible murder, mystery, and mayhem in the land of the Delta blues, Nate must rely on his faith and investigative experience to keep one or more of them from getting killed. ...more",0,star-rating Five,25.37,25.37,25.37,books,0.0,What Happened on Beale Street (Secrets of the South Mysteries #2),9735c969c652dd89,https://books.toscrape.com/catalogue/what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html
